	clust1	clust2	clust3	id
cell_64183	0.0	1.0	0.0	Donor_15
cell_64184	0.0	1.0	0.0	Donor_14
cell_64185	0.0	1.0	0.0	Donor_19
cell_64186	0.0	1.0	0.0	Donor_17
cell_64187	0.0	1.0	0.0	Donor_16
cell_64188	0.0	1.0	0.0	Donor_16
cell_64189	0.0	1.0	0.0	Donor_17
cell_64190	0.0	1.0	0.0	Donor_16
cell_64191	0.0	1.0	0.0	Donor_12
cell_64192	0.0	1.0	0.0	Donor_19
cell_64193	0.0	1.0	0.0	Donor_17
cell_64194	0.0	1.0	0.0	Donor_18
cell_64195	0.0	1.0	0.0	Donor_18
cell_64196	0.0	1.0	0.0	Donor_16
cell_64197	0.0	1.0	0.0	Donor_17
cell_64198	0.0	1.0	0.0	Donor_19
cell_64199	0.0	1.0	0.0	Donor_17
cell_64200	0.0	1.0	0.0	Donor_16
cell_64201	0.0	1.0	0.0	Donor_17
cell_64202	0.0	1.0	0.0	Donor_16
cell_64203	0.0	1.0	0.0	Donor_18
cell_64204	0.0	1.0	0.0	Donor_14
cell_64205	0.0	1.0	0.0	Donor_18
cell_64206	0.0	1.0	0.0	Donor_18
cell_64207	0.0	1.0	0.0	Donor_18
cell_64208	0.0	1.0	0.0	Donor_10
cell_64209	0.0	1.0	0.0	Donor_17
cell_64210	0.0	1.0	0.0	Donor_15
cell_64211	0.0	1.0	0.0	Donor_16
cell_64212	0.0	1.0	0.0	Donor_19
cell_64213	0.0	1.0	0.0	Donor_14
cell_64214	0.0	1.0	0.0	Donor_15
cell_64215	0.0	1.0	0.0	Donor_16
cell_64216	0.0	1.0	0.0	Donor_17
cell_64217	0.0	1.0	0.0	Donor_15
cell_64218	0.0	1.0	0.0	Donor_18
cell_64219	0.0	1.0	0.0	Donor_19
cell_64220	0.0	1.0	0.0	Donor_14
cell_64221	0.0	1.0	0.0	Donor_16
cell_64222	0.0	1.0	0.0	Donor_19
cell_64223	0.0	1.0	0.0	Donor_15
cell_64224	0.0	1.0	0.0	Donor_16
cell_64225	0.0	1.0	0.0	Donor_17
cell_64226	0.0	1.0	0.0	Donor_16
cell_64227	0.0	1.0	0.0	Donor_15
cell_64228	0.0	1.0	0.0	Donor_14
cell_64229	0.0	1.0	0.0	Donor_19
cell_64230	0.0	1.0	0.0	Donor_17
cell_64231	0.0	1.0	0.0	Donor_17
cell_64232	0.0	1.0	0.0	Donor_14
cell_64233	0.0	1.0	0.0	Donor_16
cell_64234	0.0	1.0	0.0	Donor_19
cell_64235	0.0	1.0	0.0	Donor_19
cell_64236	0.0	1.0	0.0	Donor_18
cell_64237	0.0	1.0	0.0	Donor_13
cell_64238	0.0	1.0	0.0	Donor_19
cell_64239	0.0	1.0	0.0	Donor_16
cell_64240	0.0	1.0	0.0	Donor_15
cell_64241	0.0	1.0	0.0	Donor_16
cell_64242	0.0	1.0	0.0	Donor_17
cell_64243	0.0	1.0	0.0	Donor_15
cell_64244	0.0	1.0	0.0	Donor_17
cell_64245	0.0	1.0	0.0	Donor_17
cell_64246	0.0	1.0	0.0	Donor_11
cell_64247	0.0	1.0	0.0	Donor_15
cell_64248	0.0	1.0	0.0	Donor_19
cell_64249	0.0	1.0	0.0	Donor_16
cell_64250	0.0	1.0	0.0	Donor_13
cell_64251	0.0	1.0	0.0	Donor_16
cell_64252	0.0	1.0	0.0	Donor_17
cell_64253	0.0	1.0	0.0	Donor_19
cell_64254	0.0	1.0	0.0	Donor_18
cell_64255	0.0	1.0	0.0	Donor_18
cell_64256	0.0	1.0	0.0	Donor_16
cell_64257	0.0	1.0	0.0	Donor_15
cell_64258	0.0	1.0	0.0	Donor_15
cell_64259	0.0	1.0	0.0	Donor_17
cell_64260	0.0	1.0	0.0	Donor_15
cell_64261	0.0	1.0	0.0	Donor_16
cell_64262	0.0	1.0	0.0	Donor_14
cell_64263	0.0	1.0	0.0	Donor_16
cell_64264	0.0	1.0	0.0	Donor_16
cell_64265	0.0	1.0	0.0	Donor_16
cell_64266	0.0	1.0	0.0	Donor_14
cell_64267	0.0	1.0	0.0	Donor_16
cell_64268	0.0	1.0	0.0	Donor_13
cell_64269	0.0	1.0	0.0	Donor_15
cell_64270	0.0	1.0	0.0	Donor_16
cell_64271	0.0	1.0	0.0	Donor_16
cell_64272	0.0	1.0	0.0	Donor_18
cell_64273	0.0	1.0	0.0	Donor_18
cell_64274	0.0	1.0	0.0	Donor_19
cell_64275	0.0	1.0	0.0	Donor_16
cell_64276	0.0	1.0	0.0	Donor_15
cell_64277	0.0	1.0	0.0	Donor_17
cell_64278	0.0	1.0	0.0	Donor_11
cell_64279	0.0	1.0	0.0	Donor_19
cell_64280	0.0	1.0	0.0	Donor_14
cell_64281	0.0	1.0	0.0	Donor_15
cell_64282	0.0	1.0	0.0	Donor_13
cell_64283	0.0	1.0	0.0	Donor_19
cell_64284	0.0	1.0	0.0	Donor_16
cell_64285	0.0	1.0	0.0	Donor_18
cell_64286	0.0	1.0	0.0	Donor_19
cell_64287	0.0	1.0	0.0	Donor_15
cell_64288	0.0	1.0	0.0	Donor_19
cell_64289	0.0	1.0	0.0	Donor_16
cell_64290	0.0	1.0	0.0	Donor_17
cell_64291	0.0	1.0	0.0	Donor_16
cell_64292	0.0	1.0	0.0	Donor_14
cell_64293	0.0	1.0	0.0	Donor_17
cell_64294	0.0	1.0	0.0	Donor_19
cell_64295	0.0	1.0	0.0	Donor_17
cell_64296	0.0	1.0	0.0	Donor_15
cell_64297	0.0	1.0	0.0	Donor_15
cell_64298	0.0	1.0	0.0	Donor_14
cell_64299	0.0	1.0	0.0	Donor_14
cell_64300	0.0	1.0	0.0	Donor_19
cell_64301	0.0	1.0	0.0	Donor_15
cell_64302	0.0	1.0	0.0	Donor_16
cell_64303	0.0	1.0	0.0	Donor_15
cell_64304	0.0	1.0	0.0	Donor_18
cell_64305	0.0	1.0	0.0	Donor_14
cell_64306	0.0	1.0	0.0	Donor_16
cell_64307	0.0	1.0	0.0	Donor_14
cell_64308	0.0	1.0	0.0	Donor_17
cell_64309	0.0	1.0	0.0	Donor_15
cell_64310	0.0	1.0	0.0	Donor_19
cell_64311	0.0	1.0	0.0	Donor_16
cell_64312	0.0	1.0	0.0	Donor_19
cell_64313	0.0	1.0	0.0	Donor_17
cell_64314	0.0	1.0	0.0	Donor_17
cell_64315	0.0	1.0	0.0	Donor_15
cell_64316	0.0	1.0	0.0	Donor_17
cell_64317	0.0	1.0	0.0	Donor_17
cell_64318	0.0	1.0	0.0	Donor_17
cell_64319	0.0	1.0	0.0	Donor_15
cell_64320	0.0	1.0	0.0	Donor_15
cell_64321	0.0	1.0	0.0	Donor_14
cell_64322	0.0	1.0	0.0	Donor_16
cell_64323	0.0	1.0	0.0	Donor_16
cell_64324	0.0	1.0	0.0	Donor_19
cell_64325	0.0	1.0	0.0	Donor_17
cell_64326	0.0	1.0	0.0	Donor_14
cell_64327	0.0	1.0	0.0	Donor_15
cell_64328	0.0	1.0	0.0	Donor_18
cell_64329	0.0	1.0	0.0	Donor_18
cell_64330	0.0	1.0	0.0	Donor_17
cell_64331	0.0	1.0	0.0	Donor_17
cell_64332	0.0	1.0	0.0	Donor_19
cell_64333	0.0	1.0	0.0	Donor_17
cell_64334	0.0	1.0	0.0	Donor_13
cell_64335	0.0	1.0	0.0	Donor_18
cell_64336	0.0	1.0	0.0	Donor_15
cell_64337	0.0	1.0	0.0	Donor_19
cell_64338	0.0	1.0	0.0	Donor_19
cell_64339	0.0	1.0	0.0	Donor_16
cell_64340	0.0	1.0	0.0	Donor_18
cell_64341	0.0	1.0	0.0	Donor_14
cell_64342	0.0	1.0	0.0	Donor_13
cell_64343	0.0	1.0	0.0	Donor_18
cell_64344	0.0	1.0	0.0	Donor_18
cell_64345	0.0	1.0	0.0	Donor_11
cell_64346	0.0	1.0	0.0	Donor_18
cell_64347	0.0	1.0	0.0	Donor_13
cell_64348	0.0	1.0	0.0	Donor_17
cell_64349	0.0	1.0	0.0	Donor_18
cell_64350	0.0	1.0	0.0	Donor_17
cell_64351	0.0	1.0	0.0	Donor_14
cell_64352	0.0	1.0	0.0	Donor_19
cell_64353	0.0	1.0	0.0	Donor_17
cell_64354	0.0	1.0	0.0	Donor_17
cell_64355	0.0	1.0	0.0	Donor_16
cell_64356	0.0	1.0	0.0	Donor_15
cell_64357	0.0	1.0	0.0	Donor_18
cell_64358	0.0	1.0	0.0	Donor_16
cell_64359	0.0	1.0	0.0	Donor_14
cell_64360	0.0	1.0	0.0	Donor_19
cell_64361	0.0	1.0	0.0	Donor_18
cell_64362	0.0	1.0	0.0	Donor_16
cell_64363	0.0	1.0	0.0	Donor_19
cell_64364	0.0	1.0	0.0	Donor_19
cell_64365	0.0	1.0	0.0	Donor_19
cell_64366	0.0	1.0	0.0	Donor_13
cell_64367	0.0	1.0	0.0	Donor_18
cell_64368	0.0	1.0	0.0	Donor_12
cell_64369	0.0	1.0	0.0	Donor_14
cell_64370	0.0	1.0	0.0	Donor_17
cell_64371	0.0	1.0	0.0	Donor_16
cell_64372	0.0	1.0	0.0	Donor_16
cell_64373	0.0	1.0	0.0	Donor_17
cell_64374	0.0	1.0	0.0	Donor_16
cell_64375	0.0	1.0	0.0	Donor_14
cell_64376	0.0	1.0	0.0	Donor_18
cell_64377	0.0	1.0	0.0	Donor_16
cell_64378	0.0	1.0	0.0	Donor_18
cell_64379	0.0	1.0	0.0	Donor_18
cell_64380	0.0	1.0	0.0	Donor_14
cell_64381	0.0	1.0	0.0	Donor_18
cell_64382	0.0	1.0	0.0	Donor_17
cell_64383	0.0	1.0	0.0	Donor_17
cell_64384	0.0	1.0	0.0	Donor_16
cell_64385	0.0	1.0	0.0	Donor_16
cell_64386	0.0	1.0	0.0	Donor_16
cell_64387	0.0	1.0	0.0	Donor_14
cell_64388	0.0	1.0	0.0	Donor_17
cell_64389	0.0	1.0	0.0	Donor_17
cell_64390	0.0	1.0	0.0	Donor_17
cell_64391	0.0	1.0	0.0	Donor_17
cell_64392	0.0	1.0	0.0	Donor_19
cell_64393	0.0	1.0	0.0	Donor_18
cell_64394	0.0	1.0	0.0	Donor_17
cell_64395	0.0	1.0	0.0	Donor_18
cell_64396	0.0	1.0	0.0	Donor_15
cell_64397	0.0	1.0	0.0	Donor_15
cell_64398	0.0	1.0	0.0	Donor_17
cell_64399	0.0	1.0	0.0	Donor_13
cell_64400	0.0	1.0	0.0	Donor_12
cell_64401	0.0	1.0	0.0	Donor_16
cell_64402	0.0	1.0	0.0	Donor_16
cell_64403	0.0	1.0	0.0	Donor_17
cell_64404	0.0	1.0	0.0	Donor_16
cell_64405	0.0	1.0	0.0	Donor_17
cell_64406	0.0	1.0	0.0	Donor_16
cell_64407	0.0	1.0	0.0	Donor_16
cell_64408	0.0	1.0	0.0	Donor_18
cell_64409	0.0	1.0	0.0	Donor_18
cell_64410	0.0	1.0	0.0	Donor_14
cell_64411	0.0	1.0	0.0	Donor_15
cell_64412	0.0	1.0	0.0	Donor_17
cell_64413	0.0	1.0	0.0	Donor_14
cell_64414	0.0	1.0	0.0	Donor_19
cell_64415	0.0	1.0	0.0	Donor_19
cell_64416	0.0	1.0	0.0	Donor_19
cell_64417	0.0	1.0	0.0	Donor_19
cell_64418	0.0	1.0	0.0	Donor_17
cell_64419	0.0	1.0	0.0	Donor_12
cell_64420	0.0	1.0	0.0	Donor_15
cell_64421	0.0	1.0	0.0	Donor_15
cell_64422	0.0	1.0	0.0	Donor_19
cell_64423	0.0	1.0	0.0	Donor_16
cell_64424	0.0	1.0	0.0	Donor_14
cell_64425	0.0	1.0	0.0	Donor_17
cell_64426	0.0	1.0	0.0	Donor_14
cell_64427	0.0	1.0	0.0	Donor_15
cell_64428	0.0	1.0	0.0	Donor_17
cell_64429	0.0	1.0	0.0	Donor_19
cell_64430	0.0	1.0	0.0	Donor_15
cell_64431	0.0	1.0	0.0	Donor_15
cell_64432	0.0	1.0	0.0	Donor_12
cell_64433	0.0	1.0	0.0	Donor_14
cell_64434	0.0	1.0	0.0	Donor_13
cell_64435	0.0	1.0	0.0	Donor_12
cell_64436	0.0	1.0	0.0	Donor_18
cell_64437	0.0	1.0	0.0	Donor_16
cell_64438	0.0	1.0	0.0	Donor_15
cell_64439	0.0	1.0	0.0	Donor_19
cell_64440	0.0	1.0	0.0	Donor_16
cell_64441	0.0	1.0	0.0	Donor_17
cell_64442	0.0	1.0	0.0	Donor_15
cell_64443	0.0	1.0	0.0	Donor_17
cell_64444	0.0	1.0	0.0	Donor_15
cell_64445	0.0	1.0	0.0	Donor_18
cell_64446	0.0	1.0	0.0	Donor_17
cell_64447	0.0	1.0	0.0	Donor_17
cell_64448	0.0	1.0	0.0	Donor_16
cell_64449	0.0	1.0	0.0	Donor_14
cell_64450	0.0	1.0	0.0	Donor_18
cell_64451	0.0	1.0	0.0	Donor_18
cell_64452	0.0	1.0	0.0	Donor_18
cell_64453	0.0	1.0	0.0	Donor_16
cell_64454	0.0	1.0	0.0	Donor_18
cell_64455	0.0	1.0	0.0	Donor_14
cell_64456	0.0	1.0	0.0	Donor_18
cell_64457	0.0	1.0	0.0	Donor_18
cell_64458	0.0	1.0	0.0	Donor_17
cell_64459	0.0	1.0	0.0	Donor_15
cell_64460	0.0	1.0	0.0	Donor_13
cell_64461	0.0	1.0	0.0	Donor_18
cell_64462	0.0	1.0	0.0	Donor_16
cell_64463	0.0	1.0	0.0	Donor_18
cell_64464	0.0	1.0	0.0	Donor_15
cell_64465	0.0	1.0	0.0	Donor_16
cell_64466	0.0	1.0	0.0	Donor_15
cell_64467	0.0	1.0	0.0	Donor_18
cell_64468	0.0	1.0	0.0	Donor_18
cell_64469	0.0	1.0	0.0	Donor_19
cell_64470	0.0	1.0	0.0	Donor_18
cell_64471	0.0	1.0	0.0	Donor_19
cell_64472	0.0	1.0	0.0	Donor_17
cell_64473	0.0	1.0	0.0	Donor_19
cell_64474	0.0	1.0	0.0	Donor_17
cell_64475	0.0	1.0	0.0	Donor_19
cell_64476	0.0	1.0	0.0	Donor_19
cell_64477	0.0	1.0	0.0	Donor_18
cell_64478	0.0	1.0	0.0	Donor_18
cell_64479	0.0	1.0	0.0	Donor_15
cell_64480	0.0	1.0	0.0	Donor_17
cell_64481	0.0	1.0	0.0	Donor_15
cell_64482	0.0	1.0	0.0	Donor_17
cell_64483	0.0	1.0	0.0	Donor_16
cell_64484	0.0	1.0	0.0	Donor_17
cell_64485	0.0	1.0	0.0	Donor_17
cell_64486	0.0	1.0	0.0	Donor_17
cell_64487	0.0	1.0	0.0	Donor_15
cell_64488	0.0	1.0	0.0	Donor_16
cell_64489	0.0	1.0	0.0	Donor_14
cell_64490	0.0	1.0	0.0	Donor_16
cell_64491	0.0	1.0	0.0	Donor_18
cell_64492	0.0	1.0	0.0	Donor_18
cell_64493	0.0	1.0	0.0	Donor_18
cell_64494	0.0	1.0	0.0	Donor_16
cell_64495	0.0	1.0	0.0	Donor_13
cell_64496	0.0	1.0	0.0	Donor_17
cell_64497	0.0	1.0	0.0	Donor_16
cell_64498	0.0	1.0	0.0	Donor_17
cell_64499	0.0	1.0	0.0	Donor_18
cell_64500	0.0	1.0	0.0	Donor_16
cell_64501	0.0	1.0	0.0	Donor_18
cell_64502	0.0	1.0	0.0	Donor_16
cell_64503	0.0	1.0	0.0	Donor_18
cell_64504	0.0	1.0	0.0	Donor_14
cell_64505	0.0	1.0	0.0	Donor_15
cell_64506	0.0	1.0	0.0	Donor_16
cell_64507	0.0	1.0	0.0	Donor_13
cell_64508	0.0	1.0	0.0	Donor_19
cell_64509	0.0	1.0	0.0	Donor_18
cell_64510	0.0	1.0	0.0	Donor_17
cell_64511	0.0	1.0	0.0	Donor_15
cell_64512	0.0	1.0	0.0	Donor_19
cell_64513	0.0	1.0	0.0	Donor_16
cell_64514	0.0	1.0	0.0	Donor_14
cell_64515	0.0	1.0	0.0	Donor_18
cell_64516	0.0	1.0	0.0	Donor_11
cell_64517	0.0	1.0	0.0	Donor_14
cell_64518	0.0	1.0	0.0	Donor_12
cell_64519	0.0	1.0	0.0	Donor_17
cell_64520	0.0	1.0	0.0	Donor_17
cell_64521	0.0	1.0	0.0	Donor_14
cell_64522	0.0	1.0	0.0	Donor_19
cell_64523	0.0	1.0	0.0	Donor_14
cell_64524	0.0	1.0	0.0	Donor_19
cell_64525	0.0	1.0	0.0	Donor_15
cell_64526	0.0	1.0	0.0	Donor_18
cell_64527	0.0	1.0	0.0	Donor_12
cell_64528	0.0	1.0	0.0	Donor_16
cell_64529	0.0	1.0	0.0	Donor_17
cell_64530	0.0	1.0	0.0	Donor_17
cell_64531	0.0	1.0	0.0	Donor_19
cell_64532	0.0	1.0	0.0	Donor_19
cell_64533	0.0	1.0	0.0	Donor_17
cell_64534	0.0	1.0	0.0	Donor_13
cell_64535	0.0	1.0	0.0	Donor_17
cell_64536	0.0	1.0	0.0	Donor_15
cell_64537	0.0	1.0	0.0	Donor_15
cell_64538	0.0	1.0	0.0	Donor_17
cell_64539	0.0	1.0	0.0	Donor_14
cell_64540	0.0	1.0	0.0	Donor_17
cell_64541	0.0	1.0	0.0	Donor_17
cell_64542	0.0	1.0	0.0	Donor_16
cell_64543	0.0	1.0	0.0	Donor_15
cell_64544	0.0	1.0	0.0	Donor_17
cell_64545	0.0	1.0	0.0	Donor_13
cell_64546	0.0	1.0	0.0	Donor_15
cell_64547	0.0	1.0	0.0	Donor_13
cell_64548	0.0	1.0	0.0	Donor_17
cell_64549	0.0	1.0	0.0	Donor_15
cell_64550	0.0	1.0	0.0	Donor_18
cell_64551	0.0	1.0	0.0	Donor_14
cell_64552	0.0	1.0	0.0	Donor_19
cell_64553	0.0	1.0	0.0	Donor_19
cell_64554	0.0	1.0	0.0	Donor_19
cell_64555	0.0	1.0	0.0	Donor_18
cell_64556	0.0	1.0	0.0	Donor_16
cell_64557	0.0	1.0	0.0	Donor_16
cell_64558	0.0	1.0	0.0	Donor_16
cell_64559	0.0	1.0	0.0	Donor_11
cell_64560	0.0	1.0	0.0	Donor_16
cell_64561	0.0	1.0	0.0	Donor_18
cell_64562	0.0	1.0	0.0	Donor_15
cell_64563	0.0	1.0	0.0	Donor_16
cell_64564	0.0	1.0	0.0	Donor_19
cell_64565	0.0	1.0	0.0	Donor_16
cell_64566	0.0	1.0	0.0	Donor_16
cell_64567	0.0	1.0	0.0	Donor_17
cell_64568	0.0	1.0	0.0	Donor_18
cell_64569	0.0	1.0	0.0	Donor_15
cell_64570	0.0	1.0	0.0	Donor_16
cell_64571	0.0	1.0	0.0	Donor_16
cell_64572	0.0	1.0	0.0	Donor_14
cell_64573	0.0	1.0	0.0	Donor_18
cell_64574	0.0	1.0	0.0	Donor_17
cell_64575	0.0	1.0	0.0	Donor_17
cell_64576	0.0	1.0	0.0	Donor_18
cell_64577	0.0	1.0	0.0	Donor_14
cell_64578	0.0	1.0	0.0	Donor_16
cell_64579	0.0	1.0	0.0	Donor_17
cell_64580	0.0	1.0	0.0	Donor_17
cell_64581	0.0	1.0	0.0	Donor_15
cell_64582	0.0	1.0	0.0	Donor_16
cell_64583	0.0	1.0	0.0	Donor_18
cell_64584	0.0	1.0	0.0	Donor_17
cell_64585	0.0	1.0	0.0	Donor_17
cell_64586	0.0	1.0	0.0	Donor_14
cell_64587	0.0	1.0	0.0	Donor_15
cell_64588	0.0	1.0	0.0	Donor_12
cell_64589	0.0	1.0	0.0	Donor_13
cell_64590	0.0	1.0	0.0	Donor_17
cell_64591	0.0	1.0	0.0	Donor_12
cell_64592	0.0	1.0	0.0	Donor_18
cell_64593	0.0	1.0	0.0	Donor_14
cell_64594	0.0	1.0	0.0	Donor_16
cell_64595	0.0	1.0	0.0	Donor_15
cell_64596	0.0	1.0	0.0	Donor_18
cell_64597	0.0	1.0	0.0	Donor_15
cell_64598	0.0	1.0	0.0	Donor_14
cell_64599	0.0	1.0	0.0	Donor_17
cell_64600	0.0	1.0	0.0	Donor_16
cell_64601	0.0	1.0	0.0	Donor_15
cell_64602	0.0	1.0	0.0	Donor_15
cell_64603	0.0	1.0	0.0	Donor_17
cell_64604	0.0	1.0	0.0	Donor_14
cell_64605	0.0	1.0	0.0	Donor_16
cell_64606	0.0	1.0	0.0	Donor_16
cell_64607	0.0	1.0	0.0	Donor_17
cell_64608	0.0	1.0	0.0	Donor_17
cell_64609	0.0	1.0	0.0	Donor_16
cell_64610	0.0	1.0	0.0	Donor_15
cell_64611	0.0	1.0	0.0	Donor_18
cell_64612	0.0	1.0	0.0	Donor_15
cell_64613	0.0	1.0	0.0	Donor_14
cell_64614	0.0	1.0	0.0	Donor_18
cell_64615	0.0	1.0	0.0	Donor_19
cell_64616	0.0	1.0	0.0	Donor_18
cell_64617	0.0	1.0	0.0	Donor_14
cell_64618	0.0	1.0	0.0	Donor_19
cell_64619	0.0	1.0	0.0	Donor_16
cell_64620	0.0	1.0	0.0	Donor_19
cell_64621	0.0	1.0	0.0	Donor_19
cell_64622	0.0	1.0	0.0	Donor_16
cell_64623	0.0	1.0	0.0	Donor_19
cell_64624	0.0	1.0	0.0	Donor_16
cell_64625	0.0	1.0	0.0	Donor_19
cell_64626	0.0	1.0	0.0	Donor_14
cell_64627	0.0	1.0	0.0	Donor_15
cell_64628	0.0	1.0	0.0	Donor_18
cell_64629	0.0	1.0	0.0	Donor_18
cell_64630	0.0	1.0	0.0	Donor_18
cell_64631	0.0	1.0	0.0	Donor_18
cell_64632	0.0	1.0	0.0	Donor_17
cell_64633	0.0	1.0	0.0	Donor_16
cell_64634	0.0	1.0	0.0	Donor_17
cell_64635	0.0	1.0	0.0	Donor_13
cell_64636	0.0	1.0	0.0	Donor_16
cell_64637	0.0	1.0	0.0	Donor_17
cell_64638	0.0	1.0	0.0	Donor_15
cell_64639	0.0	1.0	0.0	Donor_14
cell_64640	0.0	1.0	0.0	Donor_16
cell_64641	0.0	1.0	0.0	Donor_16
cell_64642	0.0	1.0	0.0	Donor_18
cell_64643	0.0	1.0	0.0	Donor_17
cell_64644	0.0	1.0	0.0	Donor_16
cell_64645	0.0	1.0	0.0	Donor_15
cell_64646	0.0	1.0	0.0	Donor_18
cell_64647	0.0	1.0	0.0	Donor_18
cell_64648	0.0	1.0	0.0	Donor_15
cell_64649	0.0	1.0	0.0	Donor_18
cell_64650	0.0	1.0	0.0	Donor_16
cell_64651	0.0	1.0	0.0	Donor_15
cell_64652	0.0	1.0	0.0	Donor_16
cell_64653	0.0	1.0	0.0	Donor_15
cell_64654	0.0	1.0	0.0	Donor_15
cell_64655	0.0	1.0	0.0	Donor_16
cell_64656	0.0	1.0	0.0	Donor_14
cell_64657	0.0	1.0	0.0	Donor_14
cell_64658	0.0	1.0	0.0	Donor_17
cell_64659	0.0	1.0	0.0	Donor_16
cell_64660	0.0	1.0	0.0	Donor_14
cell_64661	0.0	1.0	0.0	Donor_16
cell_64662	0.0	1.0	0.0	Donor_17
cell_64663	0.0	1.0	0.0	Donor_19
cell_64664	0.0	1.0	0.0	Donor_19
cell_64665	0.0	1.0	0.0	Donor_13
cell_64666	0.0	1.0	0.0	Donor_16
cell_64667	0.0	1.0	0.0	Donor_15
cell_64668	0.0	1.0	0.0	Donor_17
cell_64669	0.0	1.0	0.0	Donor_18
cell_64670	0.0	1.0	0.0	Donor_14
cell_64671	0.0	1.0	0.0	Donor_16
cell_64672	0.0	1.0	0.0	Donor_16
cell_64673	0.0	1.0	0.0	Donor_13
cell_64674	0.0	1.0	0.0	Donor_19
cell_64675	0.0	1.0	0.0	Donor_16
cell_64676	0.0	1.0	0.0	Donor_13
cell_64677	0.0	1.0	0.0	Donor_17
cell_64678	0.0	1.0	0.0	Donor_18
cell_64679	0.0	1.0	0.0	Donor_17
cell_64680	0.0	1.0	0.0	Donor_19
cell_64681	0.0	1.0	0.0	Donor_15
cell_64682	0.0	1.0	0.0	Donor_17
cell_64683	0.0	1.0	0.0	Donor_16
cell_64684	0.0	1.0	0.0	Donor_16
cell_64685	0.0	1.0	0.0	Donor_17
cell_64686	0.0	1.0	0.0	Donor_19
cell_64687	0.0	1.0	0.0	Donor_14
cell_64688	0.0	1.0	0.0	Donor_13
cell_64689	0.0	1.0	0.0	Donor_15
cell_64690	0.0	1.0	0.0	Donor_16
cell_64691	0.0	1.0	0.0	Donor_14
cell_64692	0.0	1.0	0.0	Donor_19
cell_64693	0.0	1.0	0.0	Donor_17
cell_64694	0.0	1.0	0.0	Donor_15
cell_64695	0.0	1.0	0.0	Donor_19
cell_64696	0.0	1.0	0.0	Donor_16
cell_64697	0.0	1.0	0.0	Donor_17
cell_64698	0.0	1.0	0.0	Donor_18
cell_64699	0.0	1.0	0.0	Donor_19
cell_64700	0.0	1.0	0.0	Donor_15
cell_64701	0.0	1.0	0.0	Donor_15
cell_64702	0.0	1.0	0.0	Donor_13
cell_64703	0.0	1.0	0.0	Donor_13
cell_64704	0.0	1.0	0.0	Donor_16
cell_64705	0.0	1.0	0.0	Donor_17
cell_64706	0.0	1.0	0.0	Donor_16
cell_64707	0.0	1.0	0.0	Donor_19
cell_64708	0.0	1.0	0.0	Donor_17
cell_64709	0.0	1.0	0.0	Donor_18
cell_64710	0.0	1.0	0.0	Donor_17
cell_64711	0.0	1.0	0.0	Donor_15
cell_64712	0.0	1.0	0.0	Donor_15
cell_64713	0.0	1.0	0.0	Donor_16
cell_64714	0.0	1.0	0.0	Donor_17
cell_64715	0.0	1.0	0.0	Donor_17
cell_64716	0.0	1.0	0.0	Donor_16
cell_64717	0.0	1.0	0.0	Donor_19
cell_64718	0.0	1.0	0.0	Donor_18
cell_64719	0.0	1.0	0.0	Donor_14
cell_64720	0.0	1.0	0.0	Donor_19
cell_64721	0.0	1.0	0.0	Donor_17
cell_64722	0.0	1.0	0.0	Donor_15
cell_64723	0.0	1.0	0.0	Donor_17
cell_64724	0.0	1.0	0.0	Donor_19
cell_64725	0.0	1.0	0.0	Donor_17
cell_64726	0.0	1.0	0.0	Donor_15
cell_64727	0.0	1.0	0.0	Donor_18
cell_64728	0.0	1.0	0.0	Donor_16
cell_64729	0.0	1.0	0.0	Donor_19
cell_64730	0.0	1.0	0.0	Donor_18
cell_64731	0.0	1.0	0.0	Donor_13
cell_64732	0.0	1.0	0.0	Donor_18
cell_64733	0.0	1.0	0.0	Donor_17
cell_64734	0.0	1.0	0.0	Donor_16
cell_64735	0.0	1.0	0.0	Donor_14
cell_64736	0.0	1.0	0.0	Donor_19
cell_64737	0.0	1.0	0.0	Donor_19
cell_64738	0.0	1.0	0.0	Donor_14
cell_64739	0.0	1.0	0.0	Donor_16
cell_64740	0.0	1.0	0.0	Donor_17
cell_64741	0.0	1.0	0.0	Donor_18
cell_64742	0.0	1.0	0.0	Donor_17
cell_64743	0.0	1.0	0.0	Donor_16
cell_64744	0.0	1.0	0.0	Donor_16
cell_64745	0.0	1.0	0.0	Donor_15
cell_64746	0.0	1.0	0.0	Donor_16
cell_64747	0.0	1.0	0.0	Donor_16
cell_64748	0.0	1.0	0.0	Donor_17
cell_64749	0.0	1.0	0.0	Donor_19
cell_64750	0.0	1.0	0.0	Donor_19
cell_64751	0.0	1.0	0.0	Donor_18
cell_64752	0.0	1.0	0.0	Donor_16
cell_64753	0.0	1.0	0.0	Donor_18
cell_64754	0.0	1.0	0.0	Donor_16
cell_64755	0.0	1.0	0.0	Donor_17
cell_64756	0.0	1.0	0.0	Donor_18
cell_64757	0.0	1.0	0.0	Donor_15
cell_64758	0.0	1.0	0.0	Donor_15
cell_64759	0.0	1.0	0.0	Donor_16
cell_64760	0.0	1.0	0.0	Donor_16
cell_64761	0.0	1.0	0.0	Donor_14
cell_64762	0.0	1.0	0.0	Donor_14
cell_64763	0.0	1.0	0.0	Donor_14
cell_64764	0.0	1.0	0.0	Donor_18
